id,datetime,context,question,answer
t_2615251,2021-11-26T08:14:33.000Z,ゴールド~プラチナ1000円,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2331989,2021-11-15T10:50:24.000Z,↓↓商品ページはこちら↓↓,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_9937,2021-10-31 19:24:33,️私がsimejiだよって言うと、みんなあーやっぱりって言ってるのがやっぱりsimejiって人気だなー,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_6922,2021-11-27 07:48:37,以前も同様のことがありましたが、ユーザーが困っている状態を回答もなしって、どうなんでしょう,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,ユーザーが困っている状態を回答もなし
t_928820,2021-10-30T09:33:42.000Z,超大型企画,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1386314,2021-11-09T02:22:14.000Z,♤¦スクワッド,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3639176,2021-12-15T11:13:12.000Z,紹介コードbs34yc入力頂きますとpaypayボーナスが貰えます,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2636599,2021-11-26T15:26:09.000Z,33ポイント達成,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4278816,2021-10-30T06:14:50.000Z,dddが第五人格の世界に迷い込んだら,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_7727,2021-12-06 19:08:09,まさかのペイペイカード審査落ち,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_158801,2021-10-23T22:16:21.000Z,日曜日はヤフショが熱い,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
g_6839,2021-11-30 15:21:51,アンインストールして再インストールで使えるようになったというレビューもありましたが確実でないとチャレンジしたくありません,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,
g_4971,2021-12-05 16:29:27,早急な改善を求めます,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,早急な改善を求めます
g_11587,2021-11-05 18:42:12,低俗広告&クーポン詐欺&デマ&偏向報道&フェイク配信アプリ,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,低俗広告/クーポン詐欺/デマ/偏向報道/フェイク配信
g_9330,2021-11-13 07:41:43,そこだけは良い,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_1683628,2021-11-01T22:56:32.000Z,返済方法はpaypayのみとする意向は変わりません,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1661479,2021-11-07T03:43:49.000Z,代行ジャンプショップジャンショ,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1257088,2021-11-10T16:18:02.000Z,こちら伏黒1点所持しているのですが、お迎えして頂くことは可能でしょうか,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2729276,2021-11-27T23:17:10.000Z,このイベントは市民への思いやりが詰まってる,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_8630,2021-11-13 10:59:14,いざ困った時に便利です,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_874156,2021-10-28T12:08:14.000Z,新規登録キャンペーン,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4518310,2021-10-24T21:26:55.000Z,期間は10月19日火から10月25日月となります,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_13312,2021-11-01 11:47:36,いつまでたってもマックで楽天ペイキャッシュが使えない,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,マックで楽天ペイキャッシュが使えない
t_4085464,2021-10-21T23:04:19.000Z,今日も頑張っていきましょう,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_3574236,2021-12-14T15:37:02.000Z,賞品は12月末までにdmでご送付いたします,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_3112,2021-11-07 08:47:12,アプリはいいのですが、コークオン対応の自販機の数がすくない,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,コークオン対応の自販機の数がすくない
t_1530813,2021-11-07T22:37:43.000Z,はをフォロー&ツイートしてpaypayボーナス1万円相当を当てよう,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_441264,2021-12-04T10:29:57.000Z,いつもより良いかも,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_212996,2021-12-03T10:55:16.000Z,で,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
g_1065,2021-11-25 12:22:26,まぁまぁ普通チケットくれるのは良い,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_9266,2021-11-14 16:03:54,後最近予測変換機能がまじでちゃんと働いてくれないので治してください,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,予測変換機能がまじでちゃんと働いてくれない
t_2019083,2021-11-15T02:18:33.000Z,手数料5%業界最安値,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_165526,2021-11-07T15:08:57.000Z,総計300万人に当たる,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
g_10624,2021-11-05 21:26:00,きむら,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_12668,2021-12-14 17:20:47,クーポンが結構もらえる,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_11186,2021-11-13 10:07:07,容量食い過ぎなのもアンスト案件ではあります,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,容量食い過ぎ
t_1039564,2021-10-21T06:48:42.000Z,施術料金いつでも5%off,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_4687,2021-10-31 18:07:11,他のアプリと連携してるなら、確実にカウント出来るよう望みます,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,確実にカウント出来るよう望みます
t_197793,2021-12-14T10:46:57.000Z,総計300万人に当たる,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
t_3240956,2021-12-04T10:57:54.000Z,サムネイルの専属先募集します,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_1354,2021-10-25 10:28:24,便利でいいですね,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_2823369,2021-12-02T05:56:00.000Z,800枚ご購入+メルカリの方は,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2938682,2021-11-27T13:09:00.000Z,paypayしか使えない店でしかpaypay使ってなくて、そんな店で使おうとして謎のチャージ制限→念の為持ってた現金を使う羽目になるなら、もうpaypayしか使えない店は最初から現金にしゅる́・ω・`,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,謎のチャージ制限
t_2386511,2021-11-23T00:27:12.000Z,モモンキーrun2の結果シェアで毎日50名様に500円相当のpaypayボーナス当たる,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1035083,2021-10-24T19:06:17.000Z,リザルト2枚提出,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_158353,2021-10-25T14:11:42.000Z,さらに、コークオン初めての方はこちらからインストールするとスタンプ3個もらえる,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
t_5416,2021-11-13T11:27:12.000Z,アンパンマン号にめっちゃ煽られる,この文はTwitterのツイートです。Buzzvideoアプリの欠陥やBuzzvideoアプリに対する要望が書かれているのはどこですか？,
g_5900,2021-11-26 11:13:00,今日アプリ更新したら全く繋がらない,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,アプリ更新したら全く繋がらない
t_4506983,2021-11-24T02:30:34.000Z,ポイントタウンtv5if29auhrft,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_3277164,2021-12-07T16:39:21.000Z,寝る,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_3116,2021-11-18 11:35:16,コークオンいつもつかわせていただいてますスタンプたまれば1本無料で交換出来て憂いです,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_4539310,2021-12-13T09:15:13.000Z,紹介コード:7c74de,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_2171445,2021-11-14T10:30:32.000Z,これだけでもう二度と使わないって気にさせる、非常に優秀な利用者ブロックですね,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,二度と使わないって気にさせる
t_34450,2021-11-11T08:51:13.000Z,今日も21時から配信するぼ,この文はTwitterのツイートです。Buzzvideoアプリの欠陥やBuzzvideoアプリに対する要望が書かれているのはどこですか？,
g_4596,2021-11-20 18:29:12,バイク移動が歩数でカウントされたり、強めの運動のカウントも曖昧な気がします,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,バイク移動が歩数でカウントされたり、強めの運動のカウントも曖昧
t_3261837,2021-12-07T02:14:55.000Z,ショップ名グッズ名は正式名称で,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_10027,2021-12-05 12:09:54,可愛い動物が見れて心が癒されます,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_5000,2021-12-06 23:59:00,エラーが多いので☆3です,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,エラーが多い
g_12618,2021-11-17 21:04:14,エラー多すぎ,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,エラー多すぎ
g_12480,2021-11-29 11:55:05,毎回そうだから、きっとうちの猫は空腹時に具合悪いフリをするタイプの猫なのだと思った,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,
t_3999498,2021-10-30T15:35:59.000Z,七七が第五人格の世界に迷い込んだら,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_523023,2021-11-02T23:38:30.000Z,止まってないか確認してみよう,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_462153,2021-11-18T08:38:31.000Z,linemusicもついに1位,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
g_4061,2021-11-04 17:40:37,5kmなのに歩数は29歩,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,5kmなのに歩数は29歩
t_1376115,2021-11-05T04:27:05.000Z,paypayお願いします,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_850584,2021-10-21T23:14:20.000Z,神を信じますか,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_6625,2021-11-27 18:22:04,買い物しようとしたらアプリが開かない,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,アプリが開かない
t_4246462,2021-10-28T13:23:31.000Z,糸目のパンチパーマでサバイバー庭師として活躍,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_11773,2021-10-24 07:48:59,情報満載,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_1614063,2021-11-09T17:29:20.000Z,11月10日水曜日日付注意,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_2909,2021-11-27 15:15:20,もっと応援してま~す,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_9642,2021-10-26 09:19:45,o^∀^oいつも顔文字などを使わせてもらっております,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_721779,2021-10-26T13:35:40.000Z,itunes4000をpaypay3800,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_763833,2021-10-24T06:17:25.000Z,検索よりお声がけ失礼致します,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_1381,2021-12-01 11:55:58,自動販売機で買う時はこのアプリ経由で買うようにしてpaypay払い、歩数計もonにしておくと、凄い勢いでスタンプが貯まる,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_11668,2021-12-04 12:20:05,どこかのhpみたいに韓国系の記事に占拠されないようにしてね,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,韓国系の記事に占拠されないようにして
g_7316,2021-11-29 01:15:55,の表示が出てアプリが立ち上がらない,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,アプリが立ち上がらない
g_8247,2021-12-11 20:42:16,携帯を見せてバーコードの読み取りで会計が済む世の中便利になりました,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_7726,2021-11-02 08:13:18,残高がなくチャ-ジ出来ません,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,残高がなくチャ-ジ出来ません
g_1676,2021-11-16 09:18:27,バーコードスキャンからキャンペーン応募画面遷移の不具合がひどい,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,バーコードスキャンからキャンペーン応募画面遷移の不具合
g_2424,2021-11-08 22:54:19,お得感満載,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_4268,2021-11-26 05:03:37,減量している,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_5959,2021-11-27 09:23:13,アプリ開かなくなりました週末買い物したかったのに,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,アプリ開かなくなりました
g_10426,2021-10-23 13:59:32,完全に韓国のアプリですね,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_1454,2021-11-13 21:46:56,このアプリを入れなきゃ損ですよマストアプリです,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_3104475,2021-12-06T20:25:19.000Z,モンモモラインモ~⊂o'⊥'o⊃,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_613,2021-12-03 19:40:19,一つ追加してほしいことでノイズ軽減,この文章はGooglePlayストアのレビューです。capcutアプリの欠陥やcapcutアプリに対する要望が書かれているのはどこですか？,ノイズ軽減
g_8676,2021-11-27 19:06:25,駄目な所:店が探しづらい、戻ると検索結果の一番上に戻される、キーワード検索が上手く機能しなくなったので使える店を探すのに手間が掛かるようになったあまり使用されたく無い,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,店が探しづらい、戻ると検索結果の一番上に戻される、キーワード検索が上手く機能しなくなったので使える店を探すのに手間が掛かる
t_4502433,2021-10-25T13:13:51.000Z,期間は10月19日火から10月25日月となります,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_3481248,2021-12-07T12:55:51.000Z,今paypay入ってない,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3967208,2021-11-06T20:10:51.000Z,・コークオンドリンクチケット,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_10258,2021-10-26 17:00:34,それらを指摘できるようコメント欄などがあって然るべきだ,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,コメント欄などがあって然るべき
t_1865007,2021-11-11T16:06:43.000Z,騙されるやつもドンマイやな,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3178930,2021-12-14T19:24:25.000Z,いま本当にお金なくて困ってるので,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_5539,2021-12-03 07:43:06,プランを契約し、お金を払ったのに使えなかった,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,お金を払ったのに使えなかった
g_2796,2021-10-26 18:04:44,ウォーキングで健康維持でき、オマケにドリンクチケットまで貰えて最高です,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_6106,2021-11-28 10:47:32,アプリを更新したら、アプリが起動しなくなった,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,アプリを更新したら、アプリが起動しなくなった
t_1686974,2021-11-06T12:03:27.000Z,お支払い方法はpaypayitunes,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11241,2021-11-28 01:06:59,クーポンあたらん時間の無駄,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,クーポンあたらん
g_3684,2021-11-29 22:23:09,1日の目標歩数の半分をお知らせしてくれるので、ウォーキングの目安に便利です,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_6780,2021-11-27 21:51:54,アカウントが消えたチャージしてたmajicaも無くなった謎金返せ,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,アカウントが消えたチャージしてたmajicaも無くなった
t_2877565,2021-12-02T12:46:14.000Z,難しいと思いますが気軽にお声がけください,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3565745,2021-12-05T22:46:37.000Z,いつも素敵なお言葉、お声をありがとうございます携帯か、paypayか、どちらかバージョンが最新でないor一度アプリ落としたり電源入れ直しではどうでしょうか,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_8055,2021-11-21 17:23:54,今は星2つって感じかな,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_751448,2021-10-29T13:42:10.000Z,もう恥ずかしいとも思わんよね,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_195788,2021-10-30T12:01:33.000Z,缶でも、petでも,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
t_3047351,2021-12-02T10:38:44.000Z,☆ipad×1名様,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11398,2021-12-04 19:08:07,スマホクーポン券はやくにたっていますが、無料券はほぼハズレなのが痛い,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_752,2021-11-25 21:15:51,画質はよい,この文章はGooglePlayストアのレビューです。capcutアプリの欠陥やcapcutアプリに対する要望が書かれているのはどこですか？,
t_4190975,2021-11-06T02:04:59.000Z,サム太郎と打ったらsimejiさんがハム太郎と出してきたので大丈夫ですヨシヨシ,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_10544,2021-10-24 22:24:11,ハロワーク求人が1番最悪です,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_4174232,2021-11-24T11:55:05.000Z,sasukeに出場,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_2181001,2021-11-22T07:52:19.000Z,結果は返信をチェック,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_10174,2021-11-03 22:46:00,新聞、テレヒ報道等が安心,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_928383,2021-10-27T13:52:36.000Z,料金表には載っておりませんが、paypay銀行も対応しております,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1640555,2021-11-09T08:59:06.000Z,こうのデュオルーム,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_12306,2021-11-16 04:39:46,精度はあまり高くないように思う,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,精度はあまり高くない
g_862,2021-11-03 19:59:29,自分が入れている音楽を使用することが出来ない,この文章はGooglePlayストアのレビューです。capcutアプリの欠陥やcapcutアプリに対する要望が書かれているのはどこですか？,自分が入れている音楽を使用することが出来ない
t_3768977,2021-10-24T21:23:24.000Z,後半は6時45分頃しめじさんと,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_12045,2021-11-30 10:52:29,このアプリが一番良かったです,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_1095696,2021-10-23T07:11:01.000Z,在庫無限,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1249139,2021-11-05T12:39:00.000Z,paypay希望です,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_10055,2021-12-11 10:57:53,3日遅れの情報タイムリーでは無い,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,3日遅れの情報タイムリーでは無い
t_3036989,2021-11-30T23:54:57.000Z,新規登録時などに上記のコードを,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_10393,2021-11-24 07:31:25,好きな話題いっぱいあってよかた,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_11097,2021-11-23 21:02:38,あまりにも使えないです,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,使えない
g_3279,2021-11-28 10:52:07,知り合いからcokeonをお遍路している時に教えてもらいました,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_1268530,2021-11-09T02:19:20.000Z,よろしくお願いします,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_979147,2021-10-29T12:01:48.000Z,全教科問題解答セット,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_2059,2021-11-02 16:41:44,地方の田舎にはcokeon対応自販機が少ないのでもっと増やして下さい,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,cokeon対応自販機が少ない
g_13110,2021-12-12 14:25:29,クーポンも、大変お得です,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
t_4335798,2021-10-24T15:31:58.000Z,この機会に、家ヘパw始めませんか,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_7832,2021-11-25 21:18:52,良い,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_3438440,2021-12-07T09:20:44.000Z,どなたでも必ずポイント貰えます,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_10207,2021-11-17 08:31:33,最新のニュースがジャンル問わずみれて、楽しいでふ,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_217922,2021-10-29T06:10:56.000Z,を飲んで参加しよう,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
t_1001923,2021-10-31T10:07:06.000Z,とても対応早いんでオススメです,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_13509,2021-11-15 14:08:16,一時クルクル回りなかなかログイン出来なかったが、つかいやすかった,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,ログイン出来なかった
g_7630,2021-12-02 20:06:41,がっかりしました,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_951,2021-11-28 15:58:28,それに目瞑ればほかはいいと思う,この文章はGooglePlayストアのレビューです。capcutアプリの欠陥やcapcutアプリに対する要望が書かれているのはどこですか？,
